image_path,color
extra_color_dataset/black_dress/149.jpg,Black
extra_color_dataset/black_dress/15.jpg,Black
extra_color_dataset/black_dress/150.jpg,Black
extra_color_dataset/black_dress/151.jpg,Black
extra_color_dataset/black_dress/152.jpg,Black
extra_color_dataset/black_dress/153.jpg,Black
extra_color_dataset/black_dress/154.jpg,Black
extra_color_dataset/black_dress/155.jpg,Black
extra_color_dataset/black_dress/156.jpg,Black
extra_color_dataset/black_dress/157.jpg,Black
extra_color_dataset/black_dress/158.jpg,Black
extra_color_dataset/black_dress/159.jpg,Black
extra_color_dataset/black_dress/16.jpg,Black
extra_color_dataset/black_dress/160.jpg,Black
extra_color_dataset/black_dress/161.jpg,Black
extra_color_dataset/black_dress/162.jpg,Black
extra_color_dataset/black_dress/163.jpg,Black
extra_color_dataset/black_dress/164.jpg,Black
extra_color_dataset/black_dress/165.jpg,Black
extra_color_dataset/black_dress/166.jpg,Black
extra_color_dataset/black_dress/167.jpg,Black
extra_color_dataset/black_dress/168.jpg,Black
extra_color_dataset/black_dress/169.jpg,Black
extra_color_dataset/black_dress/17.jpg,Black
extra_color_dataset/black_dress/170.jpg,Black
extra_color_dataset/black_dress/171.jpg,Black
extra_color_dataset/black_dress/172.jpg,Black
extra_color_dataset/black_dress/173.jpg,Black
extra_color_dataset/black_dress/174.jpg,Black
extra_color_dataset/black_dress/175.jpg,Black
extra_color_dataset/black_dress/176.jpg,Black
extra_color_dataset/black_dress/177.jpg,Black
extra_color_dataset/black_dress/178.jpg,Black
extra_color_dataset/black_dress/179.jpg,Black
extra_color_dataset/black_dress/18.jpg,Black
extra_color_dataset/black_dress/180.jpg,Black
extra_color_dataset/black_dress/181.jpg,Black
extra_color_dataset/black_dress/182.jpg,Black
extra_color_dataset/black_dress/183.jpg,Black
extra_color_dataset/black_dress/184.jpg,Black
extra_color_dataset/black_dress/185.jpg,Black
extra_color_dataset/black_dress/186.jpg,Black
extra_color_dataset/black_dress/187.jpg,Black
extra_color_dataset/black_dress/188.jpg,Black
extra_color_dataset/black_dress/189.jpg,Black
extra_color_dataset/black_dress/19.jpg,Black
extra_color_dataset/black_dress/190.jpg,Black
extra_color_dataset/black_dress/191.jpg,Black
extra_color_dataset/black_dress/192.jpg,Black
extra_color_dataset/black_dress/193.jpg,Black
extra_color_dataset/black_dress/194.jpg,Black
extra_color_dataset/black_dress/195.jpg,Black
extra_color_dataset/black_dress/196.jpg,Black
extra_color_dataset/black_dress/197.jpg,Black
extra_color_dataset/black_dress/198.jpg,Black
extra_color_dataset/black_dress/199.jpg,Black
extra_color_dataset/black_dress/2.jpg,Black
extra_color_dataset/black_dress/20.jpg,Black
extra_color_dataset/black_dress/200.jpg,Black
extra_color_dataset/black_dress/201.jpg,Black
extra_color_dataset/black_dress/202.jpg,Black
extra_color_dataset/black_dress/203.jpg,Black
extra_color_dataset/black_dress/204.jpg,Black
extra_color_dataset/black_dress/205.jpg,Black
extra_color_dataset/black_dress/206.jpg,Black
extra_color_dataset/black_dress/207.jpg,Black
extra_color_dataset/black_dress/208.jpg,Black
extra_color_dataset/black_dress/209.jpg,Black
extra_color_dataset/black_dress/21.jpg,Black
extra_color_dataset/black_dress/210.jpg,Black
extra_color_dataset/black_dress/211.jpg,Black
extra_color_dataset/black_dress/212.jpg,Black
extra_color_dataset/black_dress/213.jpg,Black
extra_color_dataset/black_dress/214.jpg,Black
extra_color_dataset/black_dress/215.jpg,Black
extra_color_dataset/black_dress/216.jpg,Black
extra_color_dataset/black_dress/217.jpg,Black
extra_color_dataset/black_dress/218.jpg,Black
extra_color_dataset/black_dress/219.jpg,Black
extra_color_dataset/black_dress/22.jpg,Black
extra_color_dataset/black_dress/220.jpg,Black
extra_color_dataset/black_dress/221.jpg,Black
extra_color_dataset/black_dress/222.jpg,Black
extra_color_dataset/black_dress/223.jpg,Black
extra_color_dataset/black_dress/224.jpg,Black
extra_color_dataset/black_dress/225.jpg,Black
extra_color_dataset/black_dress/226.jpg,Black
extra_color_dataset/black_dress/227.jpg,Black
extra_color_dataset/black_dress/228.jpg,Black
extra_color_dataset/black_dress/229.jpg,Black
extra_color_dataset/black_dress/23.jpg,Black
extra_color_dataset/black_dress/230.jpg,Black
extra_color_dataset/black_dress/231.jpg,Black
extra_color_dataset/black_dress/232.jpg,Black
extra_color_dataset/black_dress/233.jpg,Black
extra_color_dataset/black_dress/234.jpg,Black
extra_color_dataset/black_dress/235.jpg,Black
extra_color_dataset/black_dress/236.jpg,Black
extra_color_dataset/black_dress/237.jpg,Black
extra_color_dataset/black_dress/238.jpg,Black
extra_color_dataset/black_dress/239.jpg,Black
extra_color_dataset/black_dress/24.jpg,Black
extra_color_dataset/black_dress/240.jpg,Black
extra_color_dataset/black_dress/241.jpg,Black
extra_color_dataset/black_dress/242.jpg,Black
extra_color_dataset/black_dress/243.jpg,Black
extra_color_dataset/black_dress/244.jpg,Black
extra_color_dataset/black_dress/245.jpg,Black
extra_color_dataset/black_dress/246.jpg,Black
extra_color_dataset/black_dress/247.jpg,Black
extra_color_dataset/black_dress/248.jpg,Black
extra_color_dataset/black_dress/249.jpg,Black
extra_color_dataset/black_dress/25.jpg,Black
extra_color_dataset/black_dress/250.jpg,Black
extra_color_dataset/black_dress/251.jpg,Black
extra_color_dataset/black_dress/252.jpg,Black
extra_color_dataset/black_dress/253.jpg,Black
extra_color_dataset/black_dress/254.jpg,Black
extra_color_dataset/black_dress/255.jpg,Black
extra_color_dataset/black_dress/256.jpg,Black
extra_color_dataset/black_dress/257.jpg,Black
extra_color_dataset/black_dress/258.jpg,Black
extra_color_dataset/black_dress/259.jpg,Black
extra_color_dataset/black_dress/26.jpg,Black
extra_color_dataset/black_dress/260.jpg,Black
extra_color_dataset/black_dress/261.jpg,Black
extra_color_dataset/black_dress/262.jpg,Black
extra_color_dataset/black_dress/263.jpg,Black
extra_color_dataset/black_dress/264.jpg,Black
extra_color_dataset/black_dress/265.jpg,Black
extra_color_dataset/black_dress/266.jpg,Black
extra_color_dataset/black_dress/267.jpg,Black
extra_color_dataset/black_dress/268.jpg,Black
extra_color_dataset/black_dress/269.jpg,Black
extra_color_dataset/black_dress/27.jpg,Black
extra_color_dataset/black_dress/270.jpg,Black
extra_color_dataset/black_dress/271.jpg,Black
extra_color_dataset/black_dress/272.jpg,Black
extra_color_dataset/black_dress/273.jpg,Black
extra_color_dataset/black_dress/274.jpg,Black
extra_color_dataset/black_dress/275.jpg,Black
extra_color_dataset/black_dress/276.jpg,Black
extra_color_dataset/black_dress/277.jpg,Black
extra_color_dataset/black_dress/278.jpg,Black
extra_color_dataset/black_dress/279.jpg,Black
extra_color_dataset/black_dress/28.jpg,Black
extra_color_dataset/black_dress/280.jpg,Black
extra_color_dataset/black_dress/281.jpg,Black
extra_color_dataset/black_dress/282.jpg,Black
extra_color_dataset/black_dress/283.jpg,Black
extra_color_dataset/black_dress/284.jpg,Black
extra_color_dataset/black_dress/285.jpg,Black
extra_color_dataset/black_dress/286.jpg,Black
extra_color_dataset/black_dress/287.jpg,Black
extra_color_dataset/black_dress/288.jpg,Black
extra_color_dataset/black_dress/289.jpg,Black
extra_color_dataset/black_dress/29.jpg,Black
extra_color_dataset/black_dress/290.jpg,Black
extra_color_dataset/black_dress/291.jpg,Black
extra_color_dataset/black_dress/292.jpg,Black
extra_color_dataset/black_dress/293.jpg,Black
extra_color_dataset/black_dress/294.jpg,Black
extra_color_dataset/black_dress/295.jpg,Black
extra_color_dataset/black_dress/296.jpg,Black
extra_color_dataset/black_dress/297.jpg,Black
extra_color_dataset/black_dress/298.jpg,Black
extra_color_dataset/black_dress/299.jpg,Black
extra_color_dataset/black_dress/3.jpg,Black
extra_color_dataset/black_dress/30.jpg,Black
extra_color_dataset/black_dress/300.jpg,Black
extra_color_dataset/black_dress/301.jpg,Black
extra_color_dataset/black_dress/302.jpg,Black
extra_color_dataset/black_dress/303.jpg,Black
extra_color_dataset/black_dress/304.jpg,Black
extra_color_dataset/black_dress/305.jpg,Black
extra_color_dataset/black_dress/306.jpg,Black
extra_color_dataset/black_dress/307.jpg,Black
extra_color_dataset/black_dress/308.jpg,Black
extra_color_dataset/black_dress/309.jpg,Black
extra_color_dataset/black_dress/31.jpg,Black
extra_color_dataset/black_dress/310.jpg,Black
extra_color_dataset/black_dress/311.jpg,Black
extra_color_dataset/black_dress/312.jpg,Black
extra_color_dataset/black_dress/313.jpg,Black
extra_color_dataset/black_dress/314.jpg,Black
extra_color_dataset/black_dress/315.jpg,Black
extra_color_dataset/black_dress/316.jpg,Black
extra_color_dataset/black_dress/317.jpg,Black
extra_color_dataset/black_dress/318.jpg,Black
extra_color_dataset/black_dress/319.jpg,Black
extra_color_dataset/black_dress/32.jpg,Black
extra_color_dataset/black_dress/320.jpg,Black
extra_color_dataset/black_dress/321.jpg,Black
extra_color_dataset/black_dress/322.jpg,Black
extra_color_dataset/black_dress/323.jpg,Black
extra_color_dataset/black_dress/324.jpg,Black
extra_color_dataset/black_dress/325.jpg,Black
extra_color_dataset/black_dress/326.jpg,Black
extra_color_dataset/black_dress/327.jpg,Black
extra_color_dataset/black_dress/328.jpg,Black
extra_color_dataset/black_dress/329.jpg,Black
extra_color_dataset/black_dress/33.jpg,Black
extra_color_dataset/black_dress/330.jpg,Black
extra_color_dataset/black_dress/331.jpg,Black
extra_color_dataset/black_dress/332.jpg,Black
extra_color_dataset/black_dress/333.jpg,Black
extra_color_dataset/black_dress/334.jpg,Black
extra_color_dataset/black_dress/335.jpg,Black
extra_color_dataset/black_dress/336.jpg,Black
extra_color_dataset/black_dress/337.jpg,Black
extra_color_dataset/black_dress/338.jpg,Black
extra_color_dataset/black_dress/339.jpg,Black
extra_color_dataset/black_dress/34.jpg,Black
extra_color_dataset/black_dress/340.jpg,Black
extra_color_dataset/black_dress/341.jpg,Black
extra_color_dataset/black_dress/342.jpg,Black
extra_color_dataset/black_dress/343.jpg,Black
extra_color_dataset/black_dress/344.jpg,Black
extra_color_dataset/black_dress/345.jpg,Black
extra_color_dataset/black_dress/346.jpg,Black
extra_color_dataset/black_dress/347.jpg,Black
extra_color_dataset/black_dress/348.jpg,Black
extra_color_dataset/black_dress/349.jpg,Black
extra_color_dataset/black_dress/35.jpg,Black
extra_color_dataset/black_dress/350.jpg,Black
extra_color_dataset/black_dress/351.jpg,Black
extra_color_dataset/black_dress/352.jpg,Black
extra_color_dataset/black_dress/353.jpg,Black
extra_color_dataset/black_dress/354.jpg,Black
extra_color_dataset/black_dress/355.jpg,Black
extra_color_dataset/black_dress/356.jpg,Black
extra_color_dataset/black_dress/357.jpg,Black
extra_color_dataset/black_dress/358.jpg,Black
extra_color_dataset/black_dress/359.jpg,Black
extra_color_dataset/black_dress/36.jpg,Black
extra_color_dataset/black_dress/360.jpg,Black
extra_color_dataset/black_dress/361.jpg,Black
extra_color_dataset/black_dress/362.jpg,Black
extra_color_dataset/black_dress/363.jpg,Black
extra_color_dataset/black_dress/364.jpg,Black
extra_color_dataset/black_dress/365.jpg,Black
extra_color_dataset/black_dress/366.jpg,Black
extra_color_dataset/black_dress/367.jpg,Black
extra_color_dataset/black_dress/368.jpg,Black
extra_color_dataset/black_dress/369.jpg,Black
extra_color_dataset/black_dress/37.jpg,Black
extra_color_dataset/black_dress/370.jpg,Black
extra_color_dataset/black_dress/371.jpg,Black
extra_color_dataset/black_dress/372.jpg,Black
extra_color_dataset/black_dress/373.jpg,Black
extra_color_dataset/black_dress/374.jpg,Black
extra_color_dataset/black_dress/375.jpg,Black
extra_color_dataset/black_dress/376.jpg,Black
extra_color_dataset/black_dress/377.jpg,Black
extra_color_dataset/black_dress/378.jpg,Black
extra_color_dataset/black_dress/379.jpg,Black
extra_color_dataset/black_dress/38.jpg,Black
extra_color_dataset/black_dress/380.jpg,Black
extra_color_dataset/black_dress/381.jpg,Black
extra_color_dataset/black_dress/382.jpg,Black
extra_color_dataset/black_dress/383.jpg,Black
extra_color_dataset/black_dress/384.jpg,Black
extra_color_dataset/black_dress/385.jpg,Black
extra_color_dataset/black_dress/386.jpg,Black
extra_color_dataset/black_dress/387.jpg,Black
extra_color_dataset/black_dress/388.jpg,Black
extra_color_dataset/black_dress/389.jpg,Black
extra_color_dataset/black_dress/39.jpg,Black
extra_color_dataset/black_dress/390.jpg,Black
extra_color_dataset/black_dress/391.jpg,Black
extra_color_dataset/black_dress/392.jpg,Black
extra_color_dataset/black_dress/393.jpg,Black
extra_color_dataset/black_dress/394.jpg,Black
extra_color_dataset/black_dress/395.jpg,Black
extra_color_dataset/black_dress/396.jpg,Black
extra_color_dataset/black_dress/397.jpg,Black
extra_color_dataset/black_dress/398.jpg,Black
extra_color_dataset/black_dress/399.jpg,Black
extra_color_dataset/black_dress/4.jpg,Black
extra_color_dataset/black_dress/40.jpg,Black
extra_color_dataset/black_dress/400.jpg,Black
extra_color_dataset/black_dress/401.jpg,Black
extra_color_dataset/black_dress/402.jpg,Black
extra_color_dataset/black_dress/403.jpg,Black
extra_color_dataset/black_dress/404.jpg,Black
extra_color_dataset/black_dress/405.jpg,Black
extra_color_dataset/black_dress/406.jpg,Black
extra_color_dataset/black_dress/407.jpg,Black
extra_color_dataset/black_dress/408.jpg,Black
extra_color_dataset/black_dress/409.jpg,Black
extra_color_dataset/black_dress/41.jpg,Black
extra_color_dataset/black_dress/410.jpg,Black
extra_color_dataset/black_dress/411.jpg,Black
extra_color_dataset/black_dress/412.jpg,Black
extra_color_dataset/black_dress/413.jpg,Black
extra_color_dataset/black_dress/414.jpg,Black
extra_color_dataset/black_dress/415.jpg,Black
extra_color_dataset/black_dress/416.jpg,Black
extra_color_dataset/black_dress/417.jpg,Black
extra_color_dataset/black_dress/418.jpg,Black
extra_color_dataset/black_dress/419.jpg,Black
extra_color_dataset/black_dress/42.jpg,Black
extra_color_dataset/black_dress/420.jpg,Black
extra_color_dataset/black_dress/421.jpg,Black
extra_color_dataset/black_dress/422.jpg,Black
extra_color_dataset/black_dress/423.jpg,Black
extra_color_dataset/black_dress/424.jpg,Black
extra_color_dataset/black_dress/425.jpg,Black
extra_color_dataset/black_dress/426.jpg,Black
extra_color_dataset/black_dress/427.jpg,Black
extra_color_dataset/black_dress/428.jpg,Black
extra_color_dataset/black_dress/429.jpg,Black
extra_color_dataset/black_dress/43.jpg,Black
extra_color_dataset/black_dress/430.jpg,Black
extra_color_dataset/black_dress/431.jpg,Black
extra_color_dataset/black_dress/432.jpg,Black
extra_color_dataset/black_dress/433.jpg,Black
extra_color_dataset/black_dress/434.jpg,Black
extra_color_dataset/black_dress/435.jpg,Black
extra_color_dataset/black_dress/436.jpg,Black
extra_color_dataset/black_dress/437.jpg,Black
extra_color_dataset/black_dress/438.jpg,Black
extra_color_dataset/black_dress/439.jpg,Black
extra_color_dataset/black_dress/44.jpg,Black
extra_color_dataset/black_dress/440.jpg,Black
extra_color_dataset/black_dress/441.jpg,Black
extra_color_dataset/black_dress/442.jpg,Black
extra_color_dataset/black_dress/443.jpg,Black
extra_color_dataset/black_dress/444.jpg,Black
extra_color_dataset/black_dress/445.jpg,Black
extra_color_dataset/black_dress/446.jpg,Black
extra_color_dataset/black_dress/447.jpg,Black
extra_color_dataset/black_dress/448.jpg,Black
extra_color_dataset/black_dress/449.jpg,Black
extra_color_dataset/black_dress/45.jpg,Black
extra_color_dataset/black_dress/450.jpg,Black
extra_color_dataset/black_dress/46.jpg,Black
extra_color_dataset/black_dress/47.jpg,Black
extra_color_dataset/black_dress/48.jpg,Black
extra_color_dataset/black_dress/49.jpg,Black
extra_color_dataset/black_dress/5.jpg,Black
extra_color_dataset/black_dress/50.jpg,Black
extra_color_dataset/black_dress/51.jpg,Black
extra_color_dataset/black_dress/52.jpg,Black
extra_color_dataset/black_dress/53.jpg,Black
extra_color_dataset/black_dress/54.jpg,Black
extra_color_dataset/black_dress/55.jpg,Black
extra_color_dataset/black_dress/56.jpg,Black
extra_color_dataset/black_dress/57.jpg,Black
extra_color_dataset/black_dress/58.jpg,Black
extra_color_dataset/black_dress/59.jpg,Black
extra_color_dataset/black_dress/6.jpg,Black
extra_color_dataset/black_dress/60.jpg,Black
extra_color_dataset/black_dress/61.jpg,Black
extra_color_dataset/black_dress/62.jpg,Black
extra_color_dataset/black_dress/63.jpg,Black
extra_color_dataset/black_dress/64.jpg,Black
extra_color_dataset/black_dress/65.jpg,Black
extra_color_dataset/black_dress/66.jpg,Black
extra_color_dataset/black_dress/67.jpg,Black
extra_color_dataset/black_dress/68.jpg,Black
extra_color_dataset/black_dress/69.jpg,Black
extra_color_dataset/black_dress/7.jpg,Black
extra_color_dataset/black_dress/70.jpg,Black
extra_color_dataset/black_dress/71.jpg,Black
extra_color_dataset/black_dress/72.jpg,Black
extra_color_dataset/black_dress/73.jpg,Black
extra_color_dataset/black_dress/74.jpg,Black
extra_color_dataset/black_dress/75.jpg,Black
extra_color_dataset/black_dress/76.jpg,Black
extra_color_dataset/black_dress/77.jpg,Black
extra_color_dataset/black_dress/78.jpg,Black
extra_color_dataset/black_dress/79.jpg,Black
extra_color_dataset/black_dress/8.jpg,Black
extra_color_dataset/black_dress/80.jpg,Black
extra_color_dataset/black_dress/81.jpg,Black
extra_color_dataset/black_dress/82.jpg,Black
extra_color_dataset/black_dress/83.jpg,Black
extra_color_dataset/black_dress/84.jpg,Black
extra_color_dataset/black_dress/85.jpg,Black
extra_color_dataset/black_dress/86.jpg,Black
extra_color_dataset/black_dress/87.jpg,Black
extra_color_dataset/black_dress/88.jpg,Black
extra_color_dataset/black_dress/89.jpg,Black
extra_color_dataset/black_dress/9.jpg,Black
extra_color_dataset/black_dress/90.jpg,Black
extra_color_dataset/black_dress/91.jpg,Black
extra_color_dataset/black_dress/92.jpg,Black
extra_color_dataset/black_dress/93.jpg,Black
extra_color_dataset/black_dress/94.jpg,Black
extra_color_dataset/black_dress/95.jpg,Black
extra_color_dataset/black_dress/96.jpg,Black
extra_color_dataset/black_dress/97.jpg,Black
extra_color_dataset/black_dress/98.jpg,Black
extra_color_dataset/black_dress/99.jpg,Black
extra_color_dataset/black_pants/1.jpg,Black
extra_color_dataset/black_pants/10.jpg,Black
extra_color_dataset/black_pants/100.jpg,Black
extra_color_dataset/black_pants/101.jpg,Black
extra_color_dataset/black_pants/102.jpg,Black
extra_color_dataset/black_pants/103.jpg,Black
extra_color_dataset/black_pants/104.jpg,Black
extra_color_dataset/black_pants/105.jpg,Black
extra_color_dataset/black_pants/106.jpg,Black
extra_color_dataset/black_pants/107.jpg,Black
extra_color_dataset/black_pants/108.jpg,Black
extra_color_dataset/black_pants/109.jpg,Black
extra_color_dataset/black_pants/11.jpg,Black
extra_color_dataset/black_pants/110.jpg,Black
extra_color_dataset/black_pants/111.jpg,Black
extra_color_dataset/black_pants/112.jpg,Black
extra_color_dataset/black_pants/113.jpg,Black
extra_color_dataset/black_pants/114.jpg,Black
extra_color_dataset/black_pants/115.jpg,Black
extra_color_dataset/black_pants/116.jpg,Black
extra_color_dataset/black_pants/117.jpg,Black
extra_color_dataset/black_pants/118.jpg,Black
extra_color_dataset/black_pants/119.jpg,Black
extra_color_dataset/black_pants/12.jpg,Black
extra_color_dataset/black_pants/120.jpg,Black
extra_color_dataset/black_pants/121.jpg,Black
extra_color_dataset/black_pants/122.jpg,Black
extra_color_dataset/black_pants/123.jpg,Black
extra_color_dataset/black_pants/124.jpg,Black
extra_color_dataset/black_pants/125.jpg,Black
extra_color_dataset/black_pants/126.jpg,Black
extra_color_dataset/black_pants/127.jpg,Black
extra_color_dataset/black_pants/128.jpg,Black
extra_color_dataset/black_pants/129.jpg,Black
extra_color_dataset/black_pants/13.jpg,Black
extra_color_dataset/black_pants/130.jpg,Black
extra_color_dataset/black_pants/131.jpg,Black
extra_color_dataset/black_pants/132.jpg,Black
extra_color_dataset/black_pants/133.jpg,Black
extra_color_dataset/black_pants/134.jpg,Black
extra_color_dataset/black_pants/135.jpg,Black
extra_color_dataset/black_pants/136.jpg,Black
extra_color_dataset/black_pants/137.jpg,Black
extra_color_dataset/black_pants/138.jpg,Black
extra_color_dataset/black_pants/139.jpg,Black
extra_color_dataset/black_pants/14.jpg,Black
extra_color_dataset/black_pants/140.jpg,Black
extra_color_dataset/black_pants/141.jpg,Black
extra_color_dataset/black_pants/142.jpg,Black
extra_color_dataset/black_pants/143.jpg,Black
extra_color_dataset/black_pants/144.jpg,Black
extra_color_dataset/black_pants/145.jpg,Black
extra_color_dataset/black_pants/146.jpg,Black
extra_color_dataset/black_pants/147.jpg,Black
extra_color_dataset/black_pants/148.jpg,Black
extra_color_dataset/black_pants/149.jpg,Black
extra_color_dataset/black_pants/15.jpg,Black
extra_color_dataset/black_pants/150.jpg,Black
extra_color_dataset/black_pants/151.jpg,Black
extra_color_dataset/black_pants/152.jpg,Black
extra_color_dataset/black_pants/153.jpg,Black
extra_color_dataset/black_pants/154.jpg,Black
extra_color_dataset/black_pants/155.jpg,Black
extra_color_dataset/black_pants/156.jpg,Black
extra_color_dataset/black_pants/157.jpg,Black
extra_color_dataset/black_pants/158.jpg,Black
extra_color_dataset/black_pants/159.jpg,Black
extra_color_dataset/black_pants/16.jpg,Black
extra_color_dataset/black_pants/160.jpg,Black
extra_color_dataset/black_pants/161.jpg,Black
extra_color_dataset/black_pants/162.jpg,Black
extra_color_dataset/black_pants/163.jpg,Black
extra_color_dataset/black_pants/164.jpg,Black
extra_color_dataset/black_pants/165.jpg,Black
extra_color_dataset/black_pants/166.jpg,Black
extra_color_dataset/black_pants/167.jpg,Black
extra_color_dataset/black_pants/168.jpg,Black
extra_color_dataset/black_pants/169.jpg,Black
extra_color_dataset/black_pants/17.jpg,Black
extra_color_dataset/black_pants/170.jpg,Black
extra_color_dataset/black_pants/171.jpg,Black
extra_color_dataset/black_pants/172.jpg,Black
extra_color_dataset/black_pants/173.jpg,Black
extra_color_dataset/black_pants/174.jpg,Black
extra_color_dataset/black_pants/175.jpg,Black
extra_color_dataset/black_pants/176.jpg,Black
extra_color_dataset/black_pants/177.jpg,Black
extra_color_dataset/black_pants/178.jpg,Black
extra_color_dataset/black_pants/179.jpg,Black
extra_color_dataset/black_pants/18.jpg,Black
extra_color_dataset/black_pants/180.jpg,Black
extra_color_dataset/black_pants/181.jpg,Black
extra_color_dataset/black_pants/182.jpg,Black
extra_color_dataset/black_pants/183.jpg,Black
extra_color_dataset/black_pants/184.jpg,Black
extra_color_dataset/black_pants/185.jpg,Black
extra_color_dataset/black_pants/186.jpg,Black
extra_color_dataset/black_pants/187.jpg,Black
extra_color_dataset/black_pants/188.jpg,Black
extra_color_dataset/black_pants/189.jpg,Black
extra_color_dataset/black_pants/19.jpg,Black
extra_color_dataset/black_pants/190.jpg,Black
extra_color_dataset/black_pants/191.jpg,Black
extra_color_dataset/black_pants/192.jpg,Black
extra_color_dataset/black_pants/193.jpg,Black
extra_color_dataset/black_pants/194.jpg,Black
extra_color_dataset/black_pants/195.jpg,Black
extra_color_dataset/black_pants/196.jpg,Black
extra_color_dataset/black_pants/197.jpg,Black
extra_color_dataset/black_pants/198.jpg,Black
extra_color_dataset/black_pants/199.jpg,Black
extra_color_dataset/black_pants/2.jpg,Black
extra_color_dataset/black_pants/20.jpg,Black
extra_color_dataset/black_pants/200.jpg,Black
extra_color_dataset/black_pants/201.jpg,Black
extra_color_dataset/black_pants/202.jpg,Black
extra_color_dataset/black_pants/203.jpg,Black
extra_color_dataset/black_pants/204.jpg,Black
extra_color_dataset/black_pants/205.jpg,Black
extra_color_dataset/black_pants/206.jpg,Black
extra_color_dataset/black_pants/207.jpg,Black
extra_color_dataset/black_pants/208.jpg,Black
extra_color_dataset/black_pants/209.jpg,Black
extra_color_dataset/black_pants/21.jpg,Black
extra_color_dataset/black_pants/210.jpg,Black
extra_color_dataset/black_pants/211.jpg,Black
extra_color_dataset/black_pants/212.jpg,Black
extra_color_dataset/black_pants/213.jpg,Black
extra_color_dataset/black_pants/214.jpg,Black
extra_color_dataset/black_pants/215.jpg,Black
extra_color_dataset/black_pants/216.jpg,Black
extra_color_dataset/black_pants/217.jpg,Black
extra_color_dataset/black_pants/218.jpg,Black
extra_color_dataset/black_pants/219.jpg,Black
extra_color_dataset/black_pants/22.jpg,Black
extra_color_dataset/black_pants/220.jpg,Black
extra_color_dataset/black_pants/221.jpg,Black
extra_color_dataset/black_pants/222.jpg,Black
extra_color_dataset/black_pants/223.jpg,Black
extra_color_dataset/black_pants/224.jpg,Black
extra_color_dataset/black_pants/225.jpg,Black
extra_color_dataset/black_pants/226.jpg,Black
extra_color_dataset/black_pants/227.jpg,Black
extra_color_dataset/black_pants/228.jpg,Black
extra_color_dataset/black_pants/229.jpg,Black
extra_color_dataset/black_pants/23.jpg,Black
extra_color_dataset/black_pants/230.jpg,Black
extra_color_dataset/black_pants/231.jpg,Black
extra_color_dataset/black_pants/232.jpg,Black
extra_color_dataset/black_pants/233.jpg,Black
extra_color_dataset/black_pants/234.jpg,Black
extra_color_dataset/black_pants/235.jpg,Black
extra_color_dataset/black_pants/236.jpg,Black
extra_color_dataset/black_pants/237.jpg,Black
extra_color_dataset/black_pants/238.jpg,Black
extra_color_dataset/black_pants/239.jpg,Black
extra_color_dataset/black_pants/24.jpg,Black
extra_color_dataset/black_pants/240.jpg,Black
