id,image_path,color
46333,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\46333.jpg,Grey
3975,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\3975.jpg,Red
4455,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\4455.jpg,Brown
20753,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\20753.jpg,Silver
17130,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\17130.jpg,Black
57064,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\57064.jpg,Black
8340,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\8340.jpg,Black
21539,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\21539.jpg,Black
52142,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\52142.jpg,Blue
51226,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\51226.jpg,Green
40033,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\40033.jpg,Blue
30726,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\30726.jpg,Blue
7191,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\7191.jpg,Grey
39801,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\39801.jpg,Blue
7434,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\7434.jpg,Olive Green
40451,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\40451.jpg,Black
36925,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\36925.jpg,Brown
50663,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\50663.jpg,Black
38994,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\38994.jpg,Blue
57311,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\57311.jpg,Black
13070,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\13070.jpg,Black
33285,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\33285.jpg,Blue
34730,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\34730.jpg,Pink
32045,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\32045.jpg,White
48197,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\48197.jpg,Black
17682,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\17682.jpg,Blue
39744,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\39744.jpg,White
28219,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\28219.jpg,Green
42680,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\42680.jpg,Blue
37249,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\37249.jpg,Brown
45589,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\45589.jpg,Brown
44003,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\44003.jpg,White
30902,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\30902.jpg,Blue
14764,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\14764.jpg,White
53706,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\53706.jpg,Grey
5785,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\5785.jpg,Blue
11102,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\11102.jpg,Blue
33244,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\33244.jpg,Blue
42137,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\42137.jpg,White
19362,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\19362.jpg,Brown
29276,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\29276.jpg,Blue
7075,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\7075.jpg,Red
28350,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\28350.jpg,Black
18261,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\18261.jpg,Blue
43814,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\43814.jpg,White
46095,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\46095.jpg,Blue
52116,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\52116.jpg,White
22476,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\22476.jpg,Blue
52181,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\52181.jpg,White
22036,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\22036.jpg,Cream
23779,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\23779.jpg,Black
19448,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\19448.jpg,Cream
4878,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\4878.jpg,White
59938,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\59938.jpg,Black
34523,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\34523.jpg,Black
56403,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\56403.jpg,Black
34798,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\34798.jpg,Black
50336,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\50336.jpg,Cream
39939,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\39939.jpg,White
26344,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\26344.jpg,White
6557,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\6557.jpg,Blue
4988,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\4988.jpg,White
16171,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\16171.jpg,Black
11540,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\11540.jpg,Purple
59522,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\59522.jpg,Silver
48172,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\48172.jpg,Cream
13424,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\13424.jpg,Black
50750,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\50750.jpg,Brown
8293,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\8293.jpg,Purple
19566,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\19566.jpg,Blue
6655,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\6655.jpg,Black
44584,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\44584.jpg,Blue
34083,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\34083.jpg,Brown
54056,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\54056.jpg,Pink
26922,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\26922.jpg,Purple
56662,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\56662.jpg,White
1854,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\1854.jpg,Purple
26997,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\26997.jpg,Blue
15937,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\15937.jpg,Brown
21021,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\21021.jpg,Purple
52807,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\52807.jpg,Brown
42215,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\42215.jpg,Green
33973,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\33973.jpg,Blue
55547,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\55547.jpg,Purple
5911,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\5911.jpg,White
41513,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\41513.jpg,Blue
31212,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\31212.jpg,Black
11956,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\11956.jpg,Brown
58827,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\58827.jpg,Black
27261,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\27261.jpg,Yellow
8817,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\8817.jpg,White
56687,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\56687.jpg,Beige
49869,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\49869.jpg,White
36622,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\36622.jpg,Black
39338,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\39338.jpg,Black
3863,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\3863.jpg,Green
55317,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\55317.jpg,White
36024,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\36024.jpg,Brown
27771,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\27771.jpg,Brown
34146,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\34146.jpg,White
29925,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\29925.jpg,White
19357,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\19357.jpg,White
17091,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\17091.jpg,White
34066,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\34066.jpg,White
44755,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\44755.jpg,Grey
20179,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\20179.jpg,Green
38532,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\38532.jpg,Black
4766,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\4766.jpg,White
49735,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\49735.jpg,Black
13411,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\13411.jpg,Pink
56186,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\56186.jpg,Beige
11004,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\11004.jpg,Black
7745,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\7745.jpg,Purple
15419,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\15419.jpg,Black
46359,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\46359.jpg,Blue
54017,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\54017.jpg,Grey
44951,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\44951.jpg,White
25216,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\25216.jpg,Pink
58895,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\58895.jpg,Black
52499,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\52499.jpg,Black
21610,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\21610.jpg,Black
19620,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\19620.jpg,Olive Green
48037,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\48037.jpg,Black
43704,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\43704.jpg,Green
36802,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\36802.jpg,White
53585,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\53585.jpg,Blue
33342,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\33342.jpg,Black
53742,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\53742.jpg,Black
17426,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\17426.jpg,White
48394,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\48394.jpg,Black
33056,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\33056.jpg,Navy Blue
12875,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\12875.jpg,Black
37135,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\37135.jpg,Cream
24371,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\24371.jpg,Burgundy
44810,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\44810.jpg,Purple
36748,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\36748.jpg,Blue
18627,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\18627.jpg,Red
45890,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\45890.jpg,Black
40326,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\40326.jpg,Black
42130,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\42130.jpg,White
12179,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\12179.jpg,White
26366,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\26366.jpg,Pink
17561,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\17561.jpg,Blue
3042,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\3042.jpg,Blue
29073,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\29073.jpg,Blue
14368,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\14368.jpg,Black
7566,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\7566.jpg,Black
2382,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\2382.jpg,Black
40502,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\40502.jpg,Cream
59978,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\59978.jpg,Brown
1671,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\1671.jpg,Black
47392,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\47392.jpg,Beige
6638,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\6638.jpg,Black
40653,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\40653.jpg,Green
56544,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\56544.jpg,Black
4445,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\4445.jpg,Black
25529,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\25529.jpg,White
2783,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\2783.jpg,Red
10506,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\10506.jpg,Red
29582,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\29582.jpg,Black
15007,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\15007.jpg,Black
28620,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\28620.jpg,Blue
27429,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\27429.jpg,Pink
31930,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\31930.jpg,Black
17415,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\17415.jpg,White
58908,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\58908.jpg,Black
50015,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\50015.jpg,White
7268,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\7268.jpg,Blue
12634,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\12634.jpg,Burgundy
50321,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\50321.jpg,Black
46908,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\46908.jpg,White
24656,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\24656.jpg,White
53620,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\53620.jpg,White
12778,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\12778.jpg,Black
44761,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\44761.jpg,White
59021,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\59021.jpg,Red
4214,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\4214.jpg,Yellow
22832,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\22832.jpg,Brown
4720,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\4720.jpg,Yellow
2481,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\2481.jpg,Black
43625,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\43625.jpg,Black
30107,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\30107.jpg,White
34366,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\34366.jpg,Black
50016,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\50016.jpg,Grey
10014,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\10014.jpg,Blue
57103,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\57103.jpg,Blue
17117,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\17117.jpg,Black
25293,D:\stylora train model 1\clothes_color_project_v2\fashion-dataset\fashion-dataset\images_cropped\25293.jpg,Brown
